Probeset_ID	Gene_Title	Gene_Symbol	ENTREZ_GENE_ID	RefSeq_Transcript_ID
1367764_at	cyclin G1	Ccng1	25405	NM_012923
1367765_at	transcobalamin 2	Tcn2	64365	NM_022534
1367766_at	non-metastatic cells 2, protein (NM23B) expressed in	Nme2	83782	NM_031833
1367767_at	3-hydroxymethyl-3-methylglutaryl-Coenzyme A lyase	Hmgcl	79238	NM_024386
1367768_at	latexin	Lxn	59073	NM_031655
1367769_at	polymerase (RNA) II (DNA directed) polypeptide G	Polr2g	117017	NM_053948
1367770_at	degenerative spermatocyte homolog 1, lipid desaturase (Drosophila)	Degs1	58970	NM_053323
1367771_at	TSC22 domain family, member 3	Tsc22d3	83514	NM_031345
1367772_at	chloride channel, nucleotide-sensitive, 1A	Clns1a	65160	NM_031719
1367773_at	solute carrier family 25 (mitochondrial carrier, citrate transporter), member 1	Slc25a1	29743	NM_017307
1367774_at	glutathione S-transferase A3	Gsta3	24421	NM_031509
1367775_at	alpha-methylacyl-CoA racemase	Amacr	25284	NM_012816
1367776_at	cyclin-dependent kinase 1	Cdk1	54237	NM_019296
1367777_at	2,4-dienoyl CoA reductase 1, mitochondrial	Decr1	117543	NM_057197
1367778_at	furin (paired basic amino acid cleaving enzyme)	Furin	54281	NM_019331
1367779_at	bridging integrator 1	Bin1	117028	NM_053959
1367780_at	pituitary tumor-transforming 1	Pttg1	64193	NM_022391
1367781_at	prolactin induced protein	Pip	64673	NM_022708
1367782_at	cytochrome c oxidase, subunit VIa, polypeptide 2	Cox6a2	25278	NM_001109994 /// NM_012812
1367783_at	GABA(A) receptor-associated protein like 2	Gabarapl2	64670	NM_022706
1367784_a_at	clusterin	Clu	24854	NM_053021
1367785_at	calponin 1, basic, smooth muscle	Cnn1	65204	NM_031747
1367786_at	proteasome (prosome, macropain) subunit, beta type 8 (large multifunctional peptidase 7)	Psmb8	24968	NM_080767
1367787_at	islet cell autoantigen 1	Ica1	81024	NM_030844
1367788_at	phosphorylase kinase, gamma 2 (testis)	Phkg2	140671	NM_080584
1367789_at	solute carrier family 27 (fatty acid transporter), member 1	Slc27a1	94172	NM_053580
1367790_at	staphylococcal nuclease and tudor domain containing 1	Snd1	64635	NM_022694
1367791_at	receptor (G protein-coupled) activity modifying protein 1	Ramp1	58965	NM_031645
1367792_at	parotid secretory protein	Psp	50585	NM_052808
1367793_at	D-dopachrome tautomerase	Ddt	29318	NM_024131
1367794_at	alpha-2-macroglobulin	A2m	24153	NM_012488
1367795_at	interferon-related developmental regulator 1	Ifrd1	29596	NM_019242
1367796_at	mannosyl (alpha-1,3-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase	Mgat1	81519	NM_030861
			NaN	
1367798_at	adenosylhomocysteinase	Ahcy	29443	NM_017201
1367799_at	eukaryotic translation elongation factor 1 alpha 2	Eef1a2	24799	NM_012660
1367800_at	plasminogen activator, tissue	Plat	25692	NM_013151
1367801_at	endothelin converting enzyme 1	Ece1	94204	NM_053596
1367802_at	serum/glucocorticoid regulated kinase 1	Sgk1	29517	NM_001193568 /// NM_001193569 /// NM_019232
1367803_at	nucleoporin 54	Nup54	53372	NM_017361
1367804_at	amyloid P component, serum	Apcs	29339	NM_017170
1367805_at	glutaminase	Gls	24398	NM_001109968 /// NM_012569
1367806_at	glutaminase	Gls	24398	NM_001109968 /// NM_012569
1367807_at	procollagen-lysine 1, 2-oxoglutarate 5-dioxygenase 1	Plod1	116552	NM_053827
1367808_at	translocase of inner mitochondrial membrane 8 homolog b (yeast)	Timm8b	64372	NM_022541
1367809_at	prolactin family 4, subfamily a, member 1	Prl4a1	24656	NM_017036
1367810_at	solute carrier family 6 (neurotransmitter transporter, creatine), member 8	Slc6a8	50690	NM_017348
1367811_at	phosphoglycerate dehydrogenase	Phgdh	58835	NM_031620
1367812_at	spectrin, beta, non-erythrocytic 2	Sptbn2	29211	NM_019167
1367813_at	protein phosphatase 1, regulatory (inhibitor) subunit 14A	Ppp1r14a	114004	NM_130403
1367814_at	ATPase, Na+/K+ transporting, beta 1 polypeptide	Atp1b1	25650	NM_013113
1367815_at	solute carrier family 5 (sodium-dependent vitamin transporter), member 6	Slc5a6	170551	NM_130746
1367816_at	HOP homeobox	Hopx	171160	NM_133621
1367817_at	hepatoma-derived growth factor	Hdgf	114499	NM_053707
1367818_at	coenzyme Q3 homolog, methyltransferase (S. cerevisiae)	Coq3	29309	NM_019187
1367819_at	glutamic-oxaloacetic transaminase 2, mitochondrial (aspartate aminotransferase 2)	Got2	25721	NM_013177
1367820_at	barrier to autointegration factor 1	Banf1	114087	NM_053631
			NaN	
			NaN	
1367823_at	TIMP metallopeptidase inhibitor 2	Timp2	29543	NM_021989
1367824_at	farnesyltransferase, CAAX box, alpha	Fnta	25318	NM_012847
1367825_at	ral guanine nucleotide dissociation stimulator	Ralgds	29622	NM_019250
1367826_at	nuclear factor, erythroid derived 2, like 2	Nfe2l2	83619	NM_031789
1367827_at	protein phosphatase 2, catalytic subunit, beta isoform	Ppp2cb	24673	NM_017040
1367828_at	acyl-Coenzyme A dehydrogenase, C-2 to C-3 short chain	Acads	64304	NM_022512
1367829_at	enoyl Coenzyme A hydratase, short chain, 1, mitochondrial	Echs1	140547	NM_078623
			NaN	
			NaN	
1367832_at	lysophospholipase 1	Lypla1	25514	NM_013006
1367833_at	proteasome (prosome, macropain) 26S subunit, ATPase, 5	Psmc5	81827	NM_031149
1367834_at	spermidine synthase	Srm	84596	NM_053464
1367835_at	proprotein convertase subtilisin/kexin type 1 inhibitor	Pcsk1n	246333	NM_019279
1367836_at	carnitine palmitoyltransferase 1a, liver	Cpt1a	25757	NM_031559
1367837_at	proteasome (prosome, macropain) subunit, alpha type 4	Psma4	29671	NM_017281
1367838_at	cystathionase (cystathionine gamma-lyase)	Cth	24962	NM_017074
1367839_at	farnesyl diphosphate farnesyl transferase 1	Fdft1	29580	NM_019238
1367840_at	hepatocyte growth factor-regulated tyrosine kinase substrate	Hgs	56084	NM_019387
1367841_a_at	prolactin family 8, subfamily a, member 9	Prl8a9	171406	NM_134385
1367842_at	amyloid beta (A4) precursor protein-binding, family B, member 1 (Fe65)	Apbb1	29722	NM_080478
1367843_at	aldo-keto reductase family 7, member A2 (aflatoxin aldehyde reductase)	Akr7a2	171445	NM_134407
1367844_at	guanine nucleotide binding protein (G protein), alpha inhibiting 2	Gnai2	81664	NM_031035
1367845_at	neurofilament, medium polypeptide	Nefm	24588	NM_017029
1367846_at	S100 calcium-binding protein A4	S100a4	24615	NM_012618
1367847_at	nuclear protein, transcriptional regulator, 1	Nupr1	113900	NM_053611
1367848_at	dynactin 1	Dctn1	29167	NM_024130
1367849_at	syndecan 1	Sdc1	25216	NM_013026
10306074885702_ a/t/   r e c e p t o r   a c t i v i t y   / /   i n f e r r e d   f r o m   e l e c t r o n i c   a n n o t a t i o n   / / /   0 0 0 5 5 1 5   / /   p r o t e i n   b i n d i n g   / /   n o t   r e c o r d e d   / / /   0 0 1 9 7 7 0   / /   I g G   r e c e p t o r   a c t i v i t y   / /   i n f e r r e d   f r o m   d i r e c t   a s s a y   / / /   0 0 1 9 7 7 0   / /   I g G   r e c e p t o r   a c t i v i t y   / /   n o t   r e c o r d e d   / / /   0 0 1 9 8 6 4   / /   I g G   b i n d i n g   / /   n o t   r e c o r d e d   / / /   0 0 1 9 8 6 4   / /   I g G   b i n d i n g   / /   i n f e r r e d   f r o m   e l e c t r o n i c   a n n o t a t i o n	Fc fragment of IgG, low affinity IIa, receptor (CD32) /// Low affinity immunoglobulin gamma Fc region receptor III-like /// Fc gamma receptor II beta	Fcgr2a /// LOC100362543 /// LOC498276	100362543	/// 116591 /// 498276
1367851_at	prostaglandin D2 synthase (brain)	Ptgds	25526	NM_013015
10306070815626_ s/_/a tn u c l e o t i d e   b i n d i n g   / /   i n f e r r e d   f r o m   e l e c t r o n i c   a n n o t a t i o n   / / /   0 0 0 5 5 1 5   / /   p r o t e i n   b i n d i n g   / /   i n f e r r e d   f r o m   e l e c t r o n i c   a n n o t a t i o n   / / /   0 0 0 5 5 1 5   / /   p r o t e i n   b i n d i n g   / /   n o t   r e c o r d e d   / / /   0 0 0 5 5 1 5   / /   p r o t e i n   b i n d i n g   / /   i n f e r r e d   f r o m   p h y s i c a l   i n t e r a c t i o n   / / /   0 0 0 5 5 2 5   / /   G T P   b i n d i n g   / /   i n f e r r e d   f r o m   e l e c t r o n i c   a n n o t a t i o n   / / /   0 0 0 5 5 2 5   / /   G T P   b i n d i n g   / /   i n f e r r e d   f r o m   d i r e c t   a s s a y   / / /   0 0 1 9 0 0 3   / /   G D P   b i n d i n g   / /   i n f e r r e d   f r o m   d i r e c t   a s s a y   / / /   0 0 1 9 9 0 5   / /   s y n t a x i n   b i n d i n g   / /   i n f e r r e d   f r o m   m u t a n t   p h e n o t y p e   / / /   0 0 3 5 0 9 1   / /   p h o s p h o i n o s i t i d e   b i n d i n g   / /   i n f e r r e d   f r o m   d i r e c t   a s s a y   / / /   0 0 4 2 8 0 3   / /   p r o t e i n   h o m o d i m e r i z a t i o n   a c t i v i t y   / /   i n f e r r e d   f r o m   p h y s i c a l   i n t e r a c t i o n	glycoprotein Ib (platelet), beta polypeptide /// septin 5	Gp1bb /// Sept5	116727	/// 116728
1367853_at	solute carrier family 12 (sodium/potassium/chloride transporters), member 2	Slc12a2	83629	NM_031798
1367854_at	ATP citrate lyase	Acly	24159	NM_001111095 /// NM_016987
1367855_at	scavenger receptor class B, member 1	Scarb1	25073	NM_031541
1367856_at	glucose-6-phosphate dehydrogenase	G6pd	24377	NM_017006
1367857_at	fatty acid desaturase 1	Fads1	84575	NM_053445
1367858_at	matrix metallopeptidase 11	Mmp11	25481	NM_012980
			NaN	
1367860_a_at	matrix metallopeptidase 14 (membrane-inserted)	Mmp14	81707	NM_031056
1367861_at	Enah/Vasp-like	Evl	79115	NM_024147
1367862_at	Ras-related associated with diabetes	Rrad	83521	NM_053338
1367863_at	BCL2/adenovirus E1B interacting protein 1	Bnip1	140932	NM_080897
1367864_at	phosphofructokinase, muscle	Pfkm	65152	NM_031715
1367865_at	limkain b1	Lkap	170946	NM_133421
1367866_at	fibulin 5	Fbln5	29158	NM_019153
1367867_at	growth factor, augmenter of liver regeneration	Gfer	27100	NM_013222
1367868_at	adhesion regulating molecule 1	Adrm1	65138	NM_031708
1367869_at	oxidation resistance 1	Oxr1	117520	NM_001197332 /// NM_001197907 /// NM_057153
1367870_at	glutaredoxin 3	Glrx3	58815	NM_032614
1367871_at	cytochrome P450, family 2, subfamily e, polypeptide 1	Cyp2e1	25086	NM_031543
1367872_at	adaptor-related protein complex 1, beta 1 subunit	Ap1b1	29663	NM_017277
1367873_at	ATPase, H+ transporting, lysosomal accessory protein 1	Atp6ap1	83615	NM_031785
1367874_at	ras homolog gene family, member Q	Rhoq	85428	NM_053522
1367875_at	cyclin G associated kinase	Gak	81659	NM_031030
1367876_at	importin 13	Ipo13	116458	NM_053778
1367877_at	solute carrier family 11 (proton-coupled divalent metal ion transporters), member 2	Slc11a2	25715	NM_013173
1367878_at	syntaxin 5	Stx5	65134	NM_031704
1367879_at	CDK5 regulatory subunit associated protein 3	Cdk5rap3	80278	NM_024488
1367880_at	laminin, beta 2	Lamb2	25473	NM_012974
1367881_at	signal-regulatory protein alpha	Sirpa	25528	NM_013016
1367882_at	microtubule-associated protein 1A	Map1a	25152	NM_030995
1367883_at	survival motor neuron 1	Smn1	64301	NM_022509
1367884_at	RAB14, member RAS oncogene family	Rab14	94197	NM_053589
1367885_at	peroxisomal membrane protein 2	Pxmp2	29533	NM_031587
1367886_at	proprotein convertase subtilisin/kexin type 7	Pcsk7	29606	NM_019246
1367887_at	lecithin cholesterol acyltransferase	Lcat	24530	NM_017024
1367888_at	protocadherin 21	Pcdh21	93662	NM_053572
1367889_at	calcium/calmodulin-dependent protein kinase I	Camk1	171503	NM_134468
1367890_at	caspase 2	Casp2	64314	NM_022522
1367891_a_at	caspase 2	Casp2	64314	NM_022522
1367892_at	pyruvate dehydrogenase kinase, isozyme 2	Pdk2	81530	NM_030872
1367893_a_at	chloride channel CLIC-like 1	Clcc1	170927	NM_133414
1367894_at	insulin induced gene 1	Insig1	64194	NM_022392
1367895_at	heterogeneous nuclear ribonucleoprotein K	Hnrnpk	117282	NM_057141
1367896_at	carbonic anhydrase 3	Car3	54232	NM_019292
1367897_at	acyl-Coenzyme A dehydrogenase, very long chain	Acadvl	25363	NM_012891
1367898_at	BCL2/adenovirus E1B interacting protein 3-like	Bnip3l	140923	NM_080888
			NaN	
1367900_at	glycogenin 1	Gyg1	81675	NM_031043
1367901_at	glucuronidase, beta	Gusb	24434	NM_017015
1367902_at	guanine nucleotide binding protein (G protein), gamma 11	Gng11	64199	NM_022396
1367903_at	heme oxygenase (decycling) 2	Hmox2	79239	NM_024387
1367904_at	regulated endocrine-specific protein 18	Resp18	50561	NM_019278
1367905_at	ectonucleotide pyrophosphatase/phosphodiesterase 3	Enpp3	54410	NM_019370
1367906_at	acid phosphatase 2, lysosomal	Acp2	24162	NM_016988
1367907_a_at	clathrin, light chain (Lcb)	Cltb	116561	NM_053835
1367908_at	glycine cleavage system protein H (aminomethyl carrier)	Gcsh	171133	NM_133598
1367909_at	dicarbonyl L-xylulose reductase	Dcxr	171408	NM_134387
			NaN	
1367911_at	isocitrate dehydrogenase 3 (NAD+) alpha	Idh3a	114096	NM_053638
1367912_at	latent transforming growth factor beta binding protein 1	Ltbp1	59107	NM_021587
1367913_at	cytoglobin	Cygb	170520	NM_130744
1367914_at	epithelial membrane protein 3	Emp3	81505	NM_030847
1367915_at	diacylglycerol O-acyltransferase homolog 1 (mouse)	Dgat1	84497	NM_053437
1367916_at	phospholipase C, delta 1	Plcd1	24655	NM_017035
1367917_at	cytochrome P450, family 2, subfamily d, polypeptide 2	Cyp2d2	25053	NM_012730
1367918_at	fasciculation and elongation protein zeta 1 (zygin I)	Fez1	81730	NM_031066
1367919_at	nucleoporin 210	Nup210	58958	NM_053322
1367920_at	sphingosine-1-phosphate receptor 2	S1pr2	29415	NM_017192
1367921_at	integrin-linked kinase-associated serine/threonine phosphatase 2C	Ilkap	64538	NM_022606
			NaN	
1367923_at	acyl-CoA synthetase bubblegum family member 1	Acsbg1	171410	NM_134389
1367924_at	phosphofurin acidic cluster sorting protein 1	Pacs1	171444	NM_134406
1367925_at	major vault protein	Mvp	64681	NM_022715
1367926_at	prohibitin	Phb	25344	NM_031851
1367927_at	prohibitin	Phb	25344	NM_031851
1367928_at	myosin, heavy chain 7, cardiac muscle, beta	Myh7	29557	NM_017240
1367929_at	CD59 molecule, complement regulatory protein	Cd59	25407	NM_012925
1367930_at	growth associated protein 43	Gap43	29423	NM_017195
1367931_a_at	polypyrimidine tract binding protein 1	Ptbp1	29497	NM_022516
1367932_at	3-hydroxy-3-methylglutaryl-Coenzyme A synthase 1 (soluble)	Hmgcs1	29637	NM_017268
1367933_at	adenosylmethionine decarboxylase 1	Amd1	81640	NM_031011
1367934_at	ribosomal protein L39	Rpl39	25347	NM_012875
1367935_at	smu-1 suppressor of mec-8 and unc-52 homolog (C. elegans)	Smu1	117541	NM_057195
1367936_at	serine/threonine kinase 10	Stk10	29398	NM_019206
1367937_at	myo-inositol oxygenase	Miox	252899	NM_145771
1367938_at	UDP-glucose dehydrogenase	Ugdh	83472	NM_031325
1367939_at	retinol binding protein 1, cellular	Rbp1	25056	NM_012733
1367940_at	chemokine (C-X-C motif) receptor 7	Cxcr7	84348	NM_053352
1367941_at	transcription factor A, mitochondrial	Tfam	83474	NM_031326
1367942_at	acid phosphatase 5, tartrate resistant	Acp5	25732	NM_019144
1367943_at	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, beta	Nfkbib	81525	NM_030867
1367944_at	carbohydrate sulfotransferase 10	Chst10	140568	NM_080397
1367945_at	ATX1 antioxidant protein 1 homolog (yeast)	Atox1	84355	NM_053359
1367946_at	PDZ and LIM domain 1	Pdlim1	54133	NM_017365
1367947_at	protein kinase, AMP-activated, gamma 1 non-catalytic subunit	Prkag1	25520	NM_013010
1367948_a_at	kinase insert domain receptor	Kdr	25589	NM_013062
1367949_at	proenkephalin	Penk	29237	NM_017139
1367950_at	solute carrier family 22 (organic cation/carnitine transporter), member 5	Slc22a5	29726	NM_019269
1367951_at	phosphoglycerate mutase 2 (muscle)	Pgam2	24959	NM_017328
1367952_at	low density lipoprotein-related protein 2	Lrp2	29216	NM_030827
1367953_at	TYRO3 protein tyrosine kinase	Tyro3	25232	NM_017092
1367954_at	GDNF family receptor alpha 1	Gfra1	25454	NM_012959
1367955_at	RAB4B, member RAS oncogene family	Rab4b	50866	NM_017355
1367956_at	neurochondrin	Ncdn	89791	NM_053543
1367957_at	regulator of G-protein signaling 3	Rgs3	54293	NM_019340
1367958_at	abl-interactor 1	Abi1	79249	NM_024397
1367959_a_at	sodium channel, voltage-gated, type I, beta	Scn1b	29686	NM_017288
1367960_at	ADP-ribosylation factor-like 4A	Arl4a	29308	NM_019186
1367961_at	kallikrein 1-related peptidase b3	Klk1b3	24594	NM_031523
1367962_at	actinin alpha 3	Actn3	171009	NM_133424
1367963_at	MTOR associated protein, LST8 homolog (S. cerevisiae)	Mlst8	64226	NM_022404
1367964_at	troponin I type 2 (skeletal, fast)	Tnni2	29389	NM_017185
1367965_at	solute carrier family 9 (sodium/hydrogen exchanger), member 1	Slc9a1	24782	NM_012652
10306074916767_ a/t/   a m i n o p e p t i d a s e   a c t i v i t y   / /   i n f e r r e d   f r o m   e l e c t r o n i c   a n n o t a t i o n   / / /   0 0 0 8 2 3 3   / /   p e p t i d a s e   a c t i v i t y   / /   i n f e r r e d   f r o m   e l e c t r o n i c   a n n o t a t i o n   / / /   0 0 0 8 2 3 7   / /   m e t a l l o p e p t i d a s e   a c t i v i t y   / /   i n f e r r e d   f r o m   e l e c t r o n i c   a n n o t a t i o n   / / /   0 0 0 8 2 3 9   / /   d i p e p t i d y l - p e p t i d a s e   a c t i v i t y   / /   i n f e r r e d   f r o m   e l e c t r o n i c   a n n o t a t i o n   / / /   0 0 0 8 2 7 0   / /   z i n c   i o n   b i n d i n g   / /   i n f e r r e d   f r o m   d i r e c t   a s s a y   / / /   0 0 1 6 7 8 7   / /   h y d r o l a s e   a c t i v i t y   / /   i n f e r r e d   f r o m   e l e c t r o n i c   a n n o t a t i o n   / / /   0 0 4 6 8 7 2   / /   m e t a l   i o n   b i n d i n g   / /   i n f e r r e d   f r o m   e l e c t r o n i c   a n n o t a t i o n	dipeptidylpeptidase 3 /// similar to Dipeptidyl-peptidase 3 (Dipeptidyl-peptidase III) (DPP III) (Dipeptidyl aminopeptidase III) (Dipeptidyl arylamidase III)	Dpp3 /// LOC678760	114591	/// 678760
1367967_at	leucine proline-enriched proteoglycan (leprecan) 1	Lepre1	114200	NM_053667
1367968_at	common salivary protein 1	LOC171161	171161	NM_133622
1367969_at	peroxiredoxin 6	Prdx6	94167	NM_053576
1367970_at	profilin 2	Pfn2	81531	NM_030873
1367971_at	protein tyrosine phosphatase 4a2	Ptp4a2	85237	NM_053475
1367972_at	cullin-associated and neddylation-dissociated 1	Cand1	117152	NM_054004
1367973_at	chemokine (C-C motif) ligand 2	Ccl2	24770	NM_031530
1367974_at	annexin A3	Anxa3	25291	NM_012823
1367975_at	annexin A3	Anxa3	25291	NM_012823
1367976_at	tripeptidyl peptidase II	Tpp2	81815	NM_031137
			NaN	
1367978_at	adenylate cyclase 2 (brain)	Adcy2	81636	NM_031007
1367979_s_at	cytochrome P450, family 51	Cyp51	25427	NM_012941
1367980_at	rabaptin, RAB GTPase binding effector protein 1	Rabep1	54190	NM_019124
1367981_at	rabaptin, RAB GTPase binding effector protein 1	Rabep1	54190	NM_019124
1367982_at	aminolevulinate, delta-, synthase 1	Alas1	65155	NM_024484
1367983_at	flap structure-specific endonuclease 1	Fen1	84490	NM_053430
1367984_at	SR-related CTD-associated factor 1	Scaf1	56081	NM_019384
1367985_at	aminolevulinate, delta-, synthase 2	Alas2	25748	NM_013197
1367986_at	prostaglandin F2 receptor negative regulator	Ptgfrn	29602	NM_019243
1367987_at	arginyl aminopeptidase (aminopeptidase B)	Rnpep	81761	NM_031097
1367988_at	cytochrome P450, family 2, subfamily c, polypeptide 23	Cyp2c23	83790	NM_031839
1367989_at	solute carrier family 2 (facilitated glucose transporter), member 4	Slc2a4	25139	NM_012751
1367990_at	crystallin, beta B3	Crybb3	64349	NM_031690
1367991_at	glucosidase 1	Gcs1	78947	NM_031749
1367992_at	secretogranin V	Scg5	25719	NM_013175
1367993_at	CAP-GLY domain containing linker protein 1	Clip1	65201	NM_031745
1367994_at	dihydropyrimidine dehydrogenase	Dpyd	81656	NM_031027
1367995_at	catalase	Cat	24248	NM_012520
1367996_a_at	latrophilin 1	Lphn1	65096	NM_022962
1367997_at	ClpB caseinolytic peptidase B homolog (E. coli)	Clpb	65041	NM_022947
