	Liver	Brain	Lung
1367987_at	8.4495130737	8.9311635917	8.7516465387
1367988_at	12.4327049233	5.072731929	6.944155492
1367989_at	3.63936384	3.3570673637	3.759320807
1367990_at	4.5845531353	4.0292061737	3.838588417
1367991_at	8.6926506307	6.453475385	7.4027047297
1367992_at	3.7025872103	11.9700075433	4.9078122307
1367993_at	6.5622640627	7.5000060557	7.9054712407
1367994_at	10.4624719733	4.4949722373	6.6529668473
1367995_at	12.2610913633	8.9742502343	10.86422595
1367996_a_at	6.5070050697	7.9614665373	6.419784629
1367997_at	7.5891837187	7.425279809	6.8121426573
1367998_at	8.5048387087	4.613264013	9.1147301293
1367999_at	11.1621617833	7.8514184123	10.3401524933
1368000_at	13.5663591767	6.921613913	10.19272213
1368001_at	4.319657344	6.7000471157	4.7488299347
1368002_at	7.1266115203	6.9397406513	7.1676383237
1368003_at	5.2268519253	6.2542932033	7.912307828
1368004_at	8.8970607583	8.250773491	8.6599400893
1368005_at	4.934990981	4.57963733	6.040036886
1368006_at	6.979551735	6.4581440297	9.8328455677
1368007_at	6.8333542227	4.082838781	5.611516556
1368008_at	8.031749739	7.2758083773	10.0514078967
1368009_at	9.1291911127	6.8900332787	6.818454971
1368010_at	7.5476451467	4.635842789	8.648424406
1368011_at	7.5170130023	6.378721279	6.3853045087
1368012_at	7.0527068073	5.961677877	8.1147932737
1368013_at	4.775236271	4.8465763223	4.6846150227
1368014_at	3.5284154337	3.9794169337	3.5456962297
1368015_at	5.2921185493	4.6693851727	4.504946804
1368016_at	11.6258640867	7.7063554293	8.5825482197
1368017_at	4.7227599463	4.138871938	5.3462775463
1368018_at	8.8731951577	7.423206618	8.354686063
1368019_at	7.4644892327	7.7814770623	7.128803387
1368020_at	7.3331878677	5.8303104553	5.0551308827
1368021_at	13.2501094333	6.6434441013	8.4804296187
1368022_at	6.80124225	6.7013269083	7.8134085647
1368023_at	6.592880542	5.5591485807	6.787307328
1368024_at	6.5208288697	5.521023193	6.6449499923
1368025_at	5.442208597	8.7274836497	7.4365171417
1368026_at	6.7382172993	7.2946655323	7.1075181707
1368027_at	5.947271683	4.9222770487	6.9681132727
1368028_at	4.7203691133	5.7813902737	5.0128252257
1368029_at	10.010993076	8.4666148773	10.05316785
1368030_at	8.6767774207	6.8420522463	8.222983682
1368031_at	7.2778464287	8.3425015567	7.3804870377
1368032_at	6.9097771907	7.5676545073	6.9492190277
1368033_at	5.6303295723	6.0909439733	5.3435094173
1368034_at	3.303301507	10.3659109833	3.2139284173
1368035_a_at	10.09220754	7.5066205383	9.7278895543
1368036_at	10.014618602	7.64080159	9.8307784197
1368037_at	6.4126989193	7.9863506693	7.4720674513
1368038_at	7.6373875453	7.9524252317	7.4513406613
1368039_at	5.8207974237	6.0080563393	5.4143920737
1368040_at	7.834218833	6.9555848563	7.5830839777
1368041_at	8.9414856463	6.671936128	6.9616734413
1368042_a_at	10.26107766	10.8281921933	11.3770864767
1368043_at	7.914538785	8.34318693	8.8891967883
1368044_at	3.139427075	10.81535018	3.0729569987
1368045_at	9.5818422917	6.319788532	6.3658857057
1368046_at	9.6566693887	5.7858416413	6.225889644
1368047_at	7.732622187	7.0751018127	4.985484344
1368048_at	12.8183609867	5.5361693377	3.3515184973
1368049_at	10.37431128	10.3117939733	10.0494802117
1368050_at	8.5112374843	7.959495086	9.103044914
1368051_at	10.4998853433	9.793128708	8.8388656513
1368052_at	5.3072943183	6.631132057	11.9181649733
1368053_at	6.177608667	6.0374509587	7.0923861123
1368054_at	6.3396617277	5.245498249	7.3820045533
1368055_a_at	7.390650399	6.7235122947	8.542109769
1368056_at	7.151929168	7.8705496437	7.2967969013
1368057_at	9.2869287073	8.012420706	7.9105411513
1368058_at	6.827054553	7.155423631	6.9245200103
1368059_at	7.5872868903	9.3288215223	5.7440740283
1368060_at	12.2917849667	8.0318607487	7.6069910447
1368061_at	4.3249339277	7.3670961813	3.8996612363
1368062_at	8.878615453	8.263105242	8.9147655407
1368063_a_at	9.1734743727	9.4784110257	9.6617510393
1368064_a_at	9.8235586297	6.9727888993	6.853521356
1368065_at	6.4456024703	6.4466120933	6.868871971
1368066_at	4.3687070197	3.543986289	4.6342975153
1368067_at	8.0061411117	8.888588855	8.568893318
1368068_a_at	6.9453845843	6.9025265423	7.7534105627
1368069_at	7.6425013457	8.076354998	8.2816026663
1368070_at	7.97850495	7.8037159887	7.8728300743
1368071_at	11.3119869233	8.504996305	9.8085517567
1368072_at	6.6790530767	8.6260444863	9.676452634
1368073_at	8.5345606223	5.6696694703	9.5332410097
1368074_at	7.226518088	5.967766755	6.6801077963
1368075_at	10.69205096	7.268540641	8.8716064033
1368076_at	6.8226156747	7.936159701	8.0150346963
1368077_at	12.46734626	4.414858772	5.3538959437
1368078_at	4.340546523	4.0040143407	7.510651008
1368079_at	8.1951488237	6.699335726	6.067287207
1368080_at	3.44279547	8.906887034	9.851873024
1368081_at	7.2872699823	8.637139224	6.3431105903
1368082_at	7.2252917773	6.05672232	7.280374211
1368083_at	9.001690015	8.917287021	8.5662426447
1368084_at	4.9242991833	4.889159087	4.882807109
1368085_at	9.6430283703	5.47522816	6.061263467
1368086_a_at	6.7156490443	5.6400114207	5.6170558373
1368087_a_at	9.122148183	5.3908901187	7.3935037347
1368088_at	6.7306754757	8.1154152473	6.7299056673
1368089_at	7.546602001	9.3588195077	7.2212048943
1368090_at	6.6730601667	4.9714447337	8.5775974857
1368091_at	8.971459327	6.8335079827	6.1972585057
1368092_at	11.5878857467	7.7708343533	6.7564967853
1368093_at	4.0158114823	3.8012718067	9.317487618
1368094_at	7.2574688167	6.4959613093	7.3136597383
1368095_at	9.9019004203	8.013590031	9.5976881227
1368096_at	9.6834011693	8.0084374107	8.8953972363
1368097_a_at	4.7393035327	12.3743356567	6.5495768893
1368098_a_at	6.8267269973	12.4297330267	7.64205335
1368099_at	7.115222999	10.2608912467	8.1145413877
1368100_at	10.0591321567	7.9381277603	7.257068513
1368101_at	7.2048816053	9.656826072	7.8488193617
1368102_at	7.1325600407	5.2730163013	7.6210562893
1368103_at	6.3773882473	8.5175877907	9.9762703683
1368104_at	5.206344968	9.9159427437	10.63175694
1368105_at	4.3130522467	9.34549154	9.9174591263
1368106_at	9.3586549397	9.0253992627	8.1564576607
1368107_at	3.642648024	3.0367189747	3.163933773
1368108_at	6.385168893	4.827084995	6.436938705
1368109_at	6.3699565033	8.5796727553	8.180019022
1368110_a_at	3.163979359	2.9541928217	2.9027555883
1368111_at	7.6554740573	4.778438704	4.8094657
1368112_at	4.3679351043	3.9371217033	4.249363332
1368113_at	4.286099659	3.3736965267	3.2486654477
1368114_at	3.40112355	10.4768410767	4.3008017093
1368115_at	8.9400396427	5.56871051	8.637044438
1368116_a_at	7.4326813647	6.5306202827	6.7183356837
1368117_at	8.5298315333	8.4728329897	6.9978399873
1368118_at	8.073390715	7.2634135793	8.6725635437
1368119_at	6.28373377	8.3534470053	5.9517341297
1368120_at	4.1975613247	8.6525582647	6.383472529
1368121_at	8.8733210347	5.9021703263	5.9605925173
1368122_at	9.603487425	8.5931344447	8.344749145
1368123_at	5.6513552147	6.7232659933	6.1669992183
1368124_at	6.3766008123	6.7641395667	6.5206984417
1368125_at	5.833159548	5.3171449217	6.7051005817
1368126_at	6.4408348333	6.5250862857	6.3844541397
1368127_at	7.050436377	7.0285224557	4.7401901037
1368128_at	5.3084547183	3.7653854713	8.22267907
1368129_at	7.414096636	6.397767241	6.571281087
1368130_at	4.229398925	4.239012712	5.0092964547
1368131_at	3.8640677387	4.0970239453	3.3617382687
1368132_at	9.7645881947	8.72017625	8.97483536
1368133_at	8.7642556657	8.989110104	8.5320864333
1368134_a_at	7.487505522	4.987358669	7.6642588517
1368135_at	5.5524559483	6.0226110853	4.7239691387
1368136_at	7.5531471477	7.4268764713	8.6002655273
1368137_at	5.817151184	9.535485532	7.7722209267
1368138_at	4.964950989	9.3215763433	7.4557499543
1368139_s_at	5.355009384	4.9446696623	7.8406828157
1368140_at	5.5631997367	5.2154860683	5.6706546297
1368141_at	11.3075734367	11.36130134	11.7646351533
1368142_at	5.325443077	5.657620026	5.39289634
1368143_at	5.7122977263	6.903929119	8.3567130073
1368144_at	5.736832545	8.6515744947	8.824113586
1368145_at	4.5035724407	11.9083943	3.9933386777
1368146_at	8.2159258433	8.316573235	9.719698231
1368147_at	5.6408025383	5.8281501307	7.1454574367
1368148_at	4.0571739597	3.6645750197	3.379038517
1368149_at	5.226325955	5.6622600873	5.053565705
1368150_at	11.9872999433	5.9359971763	6.6555190223
1368151_at	10.1534808133	11.9723751767	11.0687468067
1368152_at	7.4217718693	7.3445328627	7.8780366333
1368153_a_at	6.5377972707	9.4005890013	6.3391301193
1368154_at	8.4541344723	8.949997006	10.6821099167
1368155_at	13.1478376067	7.1029207783	3.0839165173
1368156_at	4.782227069	9.051130422	7.0086810143
1368157_at	5.5870978303	11.4181849167	4.0134396347
1368158_at	9.4172975327	8.541186166	8.6226071693
1368159_at	8.1147535287	7.1437826783	6.3717067477
1368160_at	9.770018747	3.524503833	3.57699177
1368161_a_at	12.9092645533	5.931887469	3.6254379903
1368162_at	4.931456549	6.737656335	5.636723731
1368163_at	9.8714742653	4.3518824077	9.4143892023
1368164_at	8.0307923963	7.2757345933	8.310024606
1368165_at	8.4701264843	9.78271195	8.1260469727
1368166_at	4.9466107257	6.591202114	5.5524535217
1368167_at	4.7293341923	3.5831480703	7.20150171
1368168_at	6.4586106757	3.5198396453	12.39277727
1368169_at	6.930666124	7.164549146	6.6377544207
1368170_at	4.004749894	10.6852471933	3.038409409
1368171_at	4.8133393063	5.0862854223	9.8970840277
1368172_a_at	4.3385605063	3.907340778	8.9228192497
1368173_at	8.378666839	8.5862308847	8.6883566833
1368174_at	3.9916164877	6.7675745767	4.8913011993
1368175_at	7.561903632	8.01824595	8.0293609937
1368176_at	6.4880472837	5.0607737587	6.4798827923
1368177_at	7.8476529137	9.5228496017	7.8369992857
1368178_at	9.1980442803	4.799102942	4.699078063
1368179_at	6.5503810997	5.8401705003	7.2016916803
1368180_s_at	11.6534341533	4.9977852063	4.7472837193
1368181_at	9.9454184663	7.6680420917	8.205882393
1368182_at	4.1054498897	8.91793695	3.6748413953
1368183_at	7.3037519613	7.748190243	9.2082653477
1368184_at	8.7160044773	6.9419831197	7.1101192993
1368185_at	4.9093691767	7.4162726303	4.508719997
1368186_a_at	5.767747294	4.517950265	6.538480718
1368187_at	7.0681543463	6.0734522187	10.8846183733
1368188_at	13.11974113	5.6066307243	3.187632944
1368189_at	10.35613246	7.4788647423	6.9140770777
1368190_at	5.8726056587	4.3424474507	4.2302109417
1368191_a_at	9.5649794747	4.0650771707	3.9747660213
1368192_at	4.2141904393	3.4016291997	5.2397178833
1368193_at	4.3217997007	3.908966335	4.774670854
1368194_at	5.193213811	8.5253016287	7.5476010327
1368195_at	6.144125706	5.2697386607	6.0375375463
1368196_at	4.658555343	4.1080149937	4.0683372527
1368197_at	3.9859309017	5.3623577387	3.413305649
1368198_at	4.8845218637	4.2922328647	3.9941649
1368199_at	8.2664143233	8.095516925	8.6900963477
1368200_at	5.8575421903	9.5254042567	6.753577339
1368201_at	5.9674201893	5.1233507657	7.8459637003
1368202_a_at	8.0268358363	7.7325582263	10.1545599567
1368203_at	4.681620196	4.035907591	5.6090825103
1368204_at	6.648177879	6.979289837	7.5825891387
1368205_at	12.4533722933	4.534607649	6.5715726817
1368206_at	7.8863530853	7.4207038147	7.0794644537
1368207_at	5.576127042	6.500525304	8.7307401797
1368208_at	8.867560502	5.9645731237	5.779415031
1368209_at	5.2407200907	4.3596532787	6.4448633943
1368210_at	4.485291645	3.576840073	3.611206789
1368211_at	11.70629483	12.2476790733	12.8789740067
1368212_at	9.2162641963	9.8149211447	10.07939556
1368213_at	7.5923900293	6.575194707	7.2720666763
1368214_at	7.4157124307	7.1162170107	8.0234631433
1368215_at	9.6770269967	8.9131217017	9.4577824853
1368216_at	9.3845074743	10.33111982	10.28023528
1368217_at	8.0903763517	8.5530614517	9.8197232903
1368218_at	5.0797896017	5.2113986303	6.2708052057
1368219_at	6.1901564307	6.068731113	4.1595122653
1368220_at	9.1296707447	8.547520442	9.057834635
1368221_at	9.2622365267	8.667324733	9.6342548883
1368222_at	6.2451593617	4.693229164	5.6370940217
1368223_at	7.4501304227	5.556946231	8.3109244213
1368224_at	11.9015723667	3.6069083027	4.9440950893
1368225_at	6.9786560553	7.9231861207	7.9369170237
1368226_at	7.6852967673	5.524439253	5.4519113297
1368227_at	8.3055732833	5.280392979	5.80997459
1368228_at	9.0364318617	10.56400787	9.7514039633
1368229_at	7.6498502277	7.3741319287	7.8238343327
1368230_a_at	8.9242128807	8.548292107	8.1895799033
1368231_at	6.6311283123	5.649605068	6.413944693
1368232_at	8.4170209603	7.1404792227	6.9105185847
1368233_at	7.6880145403	6.739285376	6.967067527
1368234_at	7.9896664053	6.9099230103	7.18790578
1368235_at	7.9226064993	7.8567128123	7.9955358153
1368236_at	3.6958813253	3.21150101	3.3511335363
1368237_at	3.6290615957	3.2013436617	3.2157020923
1368238_at	3.6300180557	3.2236627313	3.3321377497
1368239_at	7.4001600037	6.601471421	4.6888500047
1368240_a_at	4.608595659	9.1946456157	5.4971317017
1368241_a_at	8.1729434463	8.9659456063	9.025387617
1368242_at	4.6857897183	8.3252670367	6.416542926
1368243_at	5.536186172	5.9753260767	5.7266281167
1368244_at	9.9455130877	5.7011654983	6.9929085583
1368245_at	11.52773194	3.7340545173	3.3079079653
1368246_at	4.7382343147	8.1969326547	6.3265663087
1368247_at	7.9397919233	6.8243851427	7.372761243
1368248_at	5.7302521397	9.070139403	8.3983101147
1368249_at	9.35203078	7.12939823	7.2257345427
1368250_at	4.649114467	5.9838187037	7.8881283627
1368251_at	6.4573833703	5.2315308877	6.185369427
1368252_at	4.175384904	3.330696282	5.318501329
1368253_at	11.2448994533	7.7995219027	6.310026983
1368254_a_at	4.3437689057	4.5329713133	4.536200348
1368255_at	4.356518327	9.512589155	4.100752083
1368256_at	3.9177727937	10.5527086033	4.5328121713
1368257_at	3.8496367937	3.1504715557	3.1727205563
1368258_at	5.3437164303	5.791488695	7.445365145
1368259_at	7.3039495663	5.037461611	7.929282721
1368260_at	4.349452014	4.600283272	7.464574278
1368261_at	4.9512953717	9.548938557	3.721820972
1368262_at	6.4322357283	7.5503349087	6.744225363
1368263_a_at	4.4642893193	10.61926516	3.5942225293
1368264_at	7.1419073667	6.133908636	5.2807981117
1368265_at	8.7530224053	4.3391755063	5.9630529537
1368266_at	12.567245	6.595750729	7.1280093253
1368267_at	7.4008059173	6.5949689367	6.5918757737
1368268_at	7.3438324123	7.4353341523	8.1723335537
1368269_at	3.6355422497	3.260864724	3.3370333153
1368270_at	7.7623804	3.3463941853	6.104182367
1368271_a_at	5.120382576	2.9910137487	7.8149676893
1368272_at	10.1218279	10.7713479467	7.3759565457
1368273_at	9.026356294	8.943503635	8.2912265947
1368274_at	7.623579345	8.1026035243	8.2985225767
1368275_at	10.9944855267	10.08865012	8.8620064583
1368276_at	6.941675765	10.37473153	5.3206448553
1368277_at	9.1920171727	12.1931390033	10.3126424033
1368278_at	4.3135158387	2.9069362533	3.0554020397
1368279_at	4.889513341	6.2491111947	6.44821604
1368280_at	11.2084372767	5.9737506267	10.31029147
1368281_at	5.2065140527	4.1095538273	9.1601702943
1368282_at	4.8491188613	3.5228031077	8.9558528447
1368283_at	10.3230446867	3.9722577613	4.4172512737
1368284_at	6.185350298	6.2748273273	11.6393127
1368285_at	4.10129469	4.9403312503	3.913353782
1368286_at	6.6779358543	7.9315804043	6.972423687
1368287_at	5.033868475	11.1211638533	7.114358907
1368288_at	13.6039489233	7.456702734	4.0629081523
1368289_at	10.7870225133	4.151529515	3.756440784
1368290_at	5.0329651107	3.367371031	4.6909872647
1368291_at	8.8876050987	8.2631423467	8.143786618
1368292_at	6.8798451247	11.4978075167	6.690172703
1368293_at	5.2599344843	4.0335155937	5.467018772
1368294_at	9.828094193	4.1815845807	6.5483273797
1368295_at	9.5875315623	6.4867757647	6.9458640953
1368296_at	8.174711994	4.677051679	4.8581275703
1368297_at	4.3645341487	4.6367908853	8.2759261643
1368298_at	5.7335280337	6.795008501	5.2359358983
1368299_at	3.906268613	5.931351811	3.796625631
1368300_at	5.844132886	6.5975431203	6.1432703073
1368301_at	5.4129997743	5.643969418	5.3099688717
1368302_at	5.7505563457	6.2306371933	5.265827322
1368303_at	6.5449329297	8.0482224717	6.1653963643
1368304_at	11.6917834667	4.747117123	8.010740366
1368305_at	8.0538598533	4.9755212693	7.7571756973
1368306_at	6.3852431043	8.253602228	5.5303110453
1368307_at	4.8871903787	8.5332238583	4.754670852
1368308_at	6.732614759	4.38821246	7.0783508597
1368309_at	6.6702686993	5.1947121227	5.1543179487
1368310_at	4.5999294603	3.7948962167	3.922653654
1368311_at	8.0898492537	4.9438355543	6.9036220637
1368312_at	5.6656057677	6.8517117567	3.5533450223
1368313_a_at	3.924570339	2.9836430413	3.052762258
1368314_at	9.1310204333	6.4431701773	7.864606025
1368315_at	6.1452594463	7.5512040453	5.8579764637
1368316_at	10.0119640123	3.9654944793	3.7202381787
1368317_at	3.915425854	3.2911668217	3.676304815
1368318_at	7.1159179583	9.1777995253	5.468512586
1368319_a_at	5.164946403	7.0131404567	3.9601624503
1368320_at	5.3557048657	7.42716796	4.6114766377
1368321_at	7.057534303	9.9955992733	7.629597782
1368322_at	7.423020581	6.3122245113	8.518479725
1368323_at	8.3742625483	8.7784825517	9.70219913
1368324_at	5.242340625	4.8204069643	5.2732514067
1368325_at	9.193234706	4.8863239343	5.722054357
1368326_at	6.973955094	6.557961214	7.041062721
1368327_at	5.162157055	4.8639160807	5.3068999303
1368328_at	8.2502967407	3.0182157903	3.399636787
1368329_at	5.5524943593	5.782959022	4.9623688027
1368330_at	7.0634438497	6.6597764063	5.8456788793
1368331_at	10.40716707	7.4056040573	9.1070033717
1368332_at	6.0077607997	4.2940640583	9.3806806267
1368333_at	3.6685178327	3.1246485103	3.416662415
1368334_at	6.0150638167	3.755513401	4.9770350363
1368335_at	11.8278161267	4.0166575313	3.033399403
1368336_at	12.0072870567	7.9431948603	8.740170164
1368337_at	5.130774191	4.994089006	6.4566812157
1368338_at	3.6469974157	2.8175857327	4.19203878
1368339_at	4.7701472687	4.1147668003	9.8749428503
1368340_at	8.0205929103	7.9345836877	8.073925303
1368341_at	7.669926181	7.3440341543	7.1026333543
1368342_at	3.9857206977	8.449673006	7.694020209
1368343_at	5.3888296503	5.677053657	5.2078378747
1368344_at	3.3289038657	11.3760597733	3.2336538877
1368345_at	5.5391860837	8.219792563	6.6018385913
1368346_at	5.938311349	4.2511552737	4.878005444
1368347_at	4.8076828207	5.2507506343	4.6131791527
1368348_at	4.630869852	4.979789036	8.6613559423
1368349_at	4.7713803913	4.553856877	7.5860605463
1368350_at	3.858462147	9.8450677293	5.0585639657
1368351_at	5.975223735	4.7032558643	4.9448456403
1368352_at	4.596745252	9.1701339463	3.7279663917
1368353_at	4.997798301	10.5935923467	4.324260869
1368354_at	9.1475876197	5.757442417	7.4929024757
1368355_at	5.0512611973	6.6547843083	6.079499086
1368356_a_at	9.9631952773	7.9519672663	10.187718
1368357_at	4.7429901843	4.7314692513	4.577609902
1368358_a_at	4.9559081213	8.5160391503	7.3549549713
1368359_a_at	4.228175593	9.299237684	4.12920575
1368360_at	12.5665465433	5.1903961657	4.7044331403
1368361_a_at	8.004297624	7.224708706	8.3584246147
1368362_a_at	10.64590016	3.5681749727	3.7935487013
1368363_at	3.246107961	5.0559933003	7.2752639637
